Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Total Previous Spending
2776,37,Female,Socks,Clothing,25.0,Montana,L,Red,Fall,3.6,No,Venmo,Free Shipping,No,No,16.0,Debit Card,Weekly,400.0
2777,46,Female,Scarf,Accessories,62.0,Wyoming,L,Green,Fall,2.9,No,Debit Card,Free Shipping,No,No,6.0,Bank Transfer,Annually,372.0
2778,52,Female,Blouse,Clothing,24.0,Idaho,M,Magenta,Fall,4.8,No,Debit Card,Standard,No,No,28.0,Credit Card,Every 3 Months,672.0
2779,70,Female,Belt,Accessories,57.0,Pennsylvania,L,Yellow,Spring,3.2,No,Cash,Standard,No,No,24.0,Credit Card,Bi-Weekly,1368.0
2780,61,Female,Sunglasses,Accessories,66.0,Montana,L,Blue,Winter,4.3,No,Bank Transfer,Express,No,No,14.0,Credit Card,Fortnightly,924.0
2781,33,Female,Boots,Footwear,70.0,Ohio,M,Charcoal,Winter,4.1,No,Bank Transfer,Next Day Air,No,No,29.0,PayPal,Fortnightly,2030.0
2782,65,Female,Sandals,Footwear,39.0,Mississippi,M,Blue,Spring,4.6,No,Venmo,Standard,No,No,33.0,PayPal,Weekly,1287.0
2783,41,Female,Gloves,Accessories,34.0,Idaho,S,Cyan,Spring,3.8,No,PayPal,Free Shipping,No,No,30.0,PayPal,Annually,1020.0
2784,19,Female,Skirt,Clothing,38.0,Virginia,M,Silver,Spring,4.5,No,Credit Card,Next Day Air,No,No,26.0,Credit Card,Quarterly,988.0
2785,33,Female,Skirt,Clothing,70.0,Idaho,M,Black,Winter,3.1,No,Bank Transfer,Express,No,No,12.0,PayPal,Every 3 Months,840.0
2786,53,Female,Blouse,Clothing,80.0,Louisiana,S,Green,Summer,2.9,No,Credit Card,Next Day Air,No,No,13.0,Bank Transfer,Monthly,1040.0
2787,54,Female,Handbag,Accessories,51.0,Colorado,M,Violet,Spring,3.8,No,PayPal,Next Day Air,No,No,41.0,Debit Card,Every 3 Months,2091.0
2788,36,Female,Boots,Footwear,79.0,West Virginia,XL,Pink,Spring,4.1,No,Cash,Next Day Air,No,No,4.0,Venmo,Fortnightly,316.0
2789,56,Female,Boots,Footwear,92.0,Rhode Island,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,No,2.0,Credit Card,Annually,184.0
2790,28,Female,Sweater,Clothing,85.0,North Carolina,L,Orange,Fall,5.0,No,Cash,Express,No,No,28.0,Credit Card,Bi-Weekly,2380.0
2791,34,Female,Socks,Clothing,63.0,Maine,M,Black,Spring,4.5,No,Cash,Free Shipping,No,No,24.0,Debit Card,Annually,1512.0
2792,43,Female,Gloves,Accessories,60.0,Iowa,M,Yellow,Fall,2.8,No,Credit Card,Express,No,No,14.0,Venmo,Fortnightly,840.0
2793,54,Female,Shorts,Clothing,44.0,Kentucky,L,Violet,Winter,3.2,No,Debit Card,Express,No,No,11.0,Credit Card,Weekly,484.0
2794,37,Female,Boots,Footwear,57.0,Massachusetts,M,Silver,Spring,3.1,No,Bank Transfer,Standard,No,No,27.0,Debit Card,Bi-Weekly,1539.0
2795,33,Female,Jacket,Outerwear,24.0,New York,M,Gold,Fall,3.3,No,PayPal,Standard,No,No,7.0,Cash,Fortnightly,168.0
2796,33,Female,Scarf,Accessories,35.0,Nebraska,M,Magenta,Winter,3.4,No,Bank Transfer,Store Pickup,No,No,49.0,PayPal,Annually,1715.0
2797,55,Female,Jacket,Outerwear,73.0,Oklahoma,M,Red,Winter,3.8,No,Cash,Store Pickup,No,No,21.0,Cash,Annually,1533.0
2798,63,Female,Jewelry,Accessories,42.0,Oklahoma,M,Green,Winter,3.5,No,PayPal,Express,No,No,10.0,Venmo,Every 3 Months,420.0
2799,52,Female,Hoodie,Clothing,20.0,Rhode Island,XL,Red,Winter,4.8,No,Credit Card,Store Pickup,No,No,37.0,PayPal,Weekly,740.0
2800,23,Female,T-shirt,Clothing,89.0,Maine,L,Pink,Spring,3.9,No,Credit Card,Free Shipping,No,No,9.0,Bank Transfer,Every 3 Months,801.0
2801,70,Female,Shirt,Clothing,76.0,Arkansas,L,Violet,Fall,3.4,No,PayPal,Free Shipping,No,No,14.0,Cash,Bi-Weekly,1064.0
2802,64,Female,Shirt,Clothing,56.0,New Mexico,M,Indigo,Winter,2.6,No,Cash,Express,No,No,30.0,PayPal,Annually,1680.0
2803,22,Female,Coat,Outerwear,100.0,Hawaii,L,Red,Fall,3.1,No,Bank Transfer,Store Pickup,No,No,42.0,Credit Card,Fortnightly,4200.0
2804,46,Female,T-shirt,Clothing,44.0,Idaho,M,Violet,Winter,3.3,No,Credit Card,Free Shipping,No,No,31.0,Bank Transfer,Monthly,1364.0
2805,65,Female,Hoodie,Clothing,76.0,South Carolina,M,Cyan,Spring,2.8,No,Credit Card,Standard,No,No,48.0,Bank Transfer,Every 3 Months,3648.0
2806,18,Female,Sunglasses,Accessories,97.0,Nevada,S,Black,Fall,4.3,No,Cash,Standard,No,No,48.0,Cash,Quarterly,4656.0
2807,45,Female,Blouse,Clothing,39.0,South Carolina,L,Purple,Spring,2.7,No,PayPal,Standard,No,No,50.0,Credit Card,Annually,1950.0
2808,56,Female,Hoodie,Clothing,100.0,Maryland,M,Charcoal,Spring,4.4,No,Debit Card,2-Day Shipping,No,No,10.0,Debit Card,Fortnightly,1000.0
2809,49,Female,Skirt,Clothing,62.0,Tennessee,M,Beige,Spring,3.9,No,Credit Card,Free Shipping,No,No,45.0,PayPal,Every 3 Months,2790.0
2810,66,Female,Shorts,Clothing,98.0,Arkansas,XL,Teal,Summer,3.0,No,Debit Card,Standard,No,No,27.0,Debit Card,Quarterly,2646.0
2811,27,Female,Jeans,Clothing,31.0,Arizona,M,Purple,Summer,4.0,No,Credit Card,Standard,No,No,10.0,Debit Card,Fortnightly,310.0
2812,69,Female,Jacket,Outerwear,89.0,Ohio,M,Blue,Fall,3.7,No,PayPal,Store Pickup,No,No,19.0,Credit Card,Quarterly,1691.0
2813,66,Female,Hoodie,Clothing,91.0,North Dakota,XL,Magenta,Fall,3.8,No,Debit Card,Store Pickup,No,No,1.0,Credit Card,Every 3 Months,91.0
2814,45,Female,Shirt,Clothing,50.0,Vermont,S,Maroon,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,39.0,Debit Card,Quarterly,1950.0
2815,31,Female,T-shirt,Clothing,32.0,Minnesota,L,Gold,Winter,3.6,No,Venmo,Standard,No,No,14.0,Bank Transfer,Monthly,448.0
2816,33,Female,Blouse,Clothing,67.0,Idaho,L,Black,Fall,3.9,No,Cash,Free Shipping,No,No,40.0,Venmo,Every 3 Months,2680.0
2817,43,Female,Skirt,Clothing,28.0,Maryland,M,Black,Spring,3.5,No,Bank Transfer,Free Shipping,No,No,45.0,Venmo,Weekly,1260.0
2818,25,Female,Backpack,Accessories,65.0,South Carolina,XL,Yellow,Winter,3.4,No,Credit Card,Standard,No,No,6.0,Venmo,Weekly,390.0
2819,46,Female,Shorts,Clothing,73.0,California,M,Turquoise,Fall,4.7,No,Venmo,Next Day Air,No,No,12.0,Debit Card,Annually,876.0
2820,67,Female,Shirt,Clothing,27.0,Georgia,L,Lavender,Spring,3.0,No,Credit Card,Free Shipping,No,No,19.0,Cash,Monthly,513.0
2821,26,Female,Backpack,Accessories,89.0,Vermont,L,Yellow,Summer,3.9,No,Venmo,Free Shipping,No,No,5.0,Cash,Bi-Weekly,445.0
2822,35,Female,Shoes,Footwear,72.0,Georgia,L,Olive,Summer,4.5,No,Credit Card,Standard,No,No,37.0,Venmo,Monthly,2664.0
2823,61,Female,Skirt,Clothing,37.0,New Jersey,S,Brown,Fall,4.1,No,PayPal,Standard,No,No,33.0,PayPal,Quarterly,1221.0
2824,26,Female,Dress,Clothing,63.0,Utah,M,Olive,Summer,4.5,No,Venmo,Standard,No,No,47.0,Debit Card,Bi-Weekly,2961.0
2825,39,Female,Hat,Accessories,90.0,Utah,M,Purple,Fall,4.0,No,Debit Card,Free Shipping,No,No,49.0,Debit Card,Quarterly,4410.0
2826,69,Female,Handbag,Accessories,62.0,North Carolina,M,Yellow,Winter,4.3,No,Cash,2-Day Shipping,No,No,28.0,Bank Transfer,Annually,1736.0
2827,32,Female,Handbag,Accessories,43.0,Florida,L,Brown,Fall,3.6,No,Debit Card,Express,No,No,23.0,Venmo,Annually,989.0
2828,20,Female,Blouse,Clothing,96.0,Wisconsin,M,Magenta,Fall,3.1,No,Credit Card,Next Day Air,No,No,11.0,Bank Transfer,Bi-Weekly,1056.0
2829,25,Female,Scarf,Accessories,83.0,Tennessee,L,Lavender,Fall,2.6,No,Credit Card,Standard,No,No,33.0,PayPal,Quarterly,2739.0
2830,56,Female,Jewelry,Accessories,67.0,Arizona,XL,Teal,Fall,3.4,No,PayPal,Next Day Air,No,No,47.0,Cash,Weekly,3149.0
2831,63,Female,Skirt,Clothing,90.0,Oregon,L,Cyan,Spring,2.9,No,Credit Card,Store Pickup,No,No,13.0,Venmo,Every 3 Months,1170.0
2832,34,Female,Hoodie,Clothing,53.0,Virginia,L,Pink,Winter,5.0,No,Cash,Express,No,No,4.0,Credit Card,Weekly,212.0
2833,29,Female,Scarf,Accessories,37.0,Maryland,M,Magenta,Summer,4.6,No,Cash,Standard,No,No,40.0,PayPal,Quarterly,1480.0
2834,43,Female,Jeans,Clothing,56.0,Arkansas,M,Teal,Fall,3.3,No,PayPal,Free Shipping,No,No,19.0,Cash,Monthly,1064.0
2835,39,Female,Jacket,Outerwear,43.0,Texas,M,Indigo,Fall,2.9,No,Credit Card,2-Day Shipping,No,No,17.0,Credit Card,Weekly,731.0
2836,33,Female,T-shirt,Clothing,84.0,Vermont,S,Pink,Winter,4.9,No,Credit Card,Free Shipping,No,No,7.0,Venmo,Annually,588.0
2837,51,Female,Pants,Clothing,50.0,Wyoming,M,Charcoal,Winter,5.0,No,Venmo,2-Day Shipping,No,No,21.0,Cash,Bi-Weekly,1050.0
2838,65,Female,Shoes,Footwear,88.0,Alabama,M,Brown,Summer,4.5,No,Venmo,Express,No,No,44.0,PayPal,Weekly,3872.0
2839,51,Female,Jacket,Outerwear,50.0,Maine,M,Blue,Fall,3.7,No,Venmo,Free Shipping,No,No,2.0,Bank Transfer,Weekly,100.0
2840,70,Female,Scarf,Accessories,80.0,South Dakota,L,Teal,Summer,2.8,No,Cash,Store Pickup,No,No,30.0,Bank Transfer,Monthly,2400.0
2841,40,Female,T-shirt,Clothing,47.0,West Virginia,L,Pink,Spring,3.5,No,Bank Transfer,Store Pickup,No,No,41.0,Cash,Annually,1927.0
2842,19,Female,Dress,Clothing,33.0,Ohio,XL,Magenta,Winter,3.0,No,Credit Card,2-Day Shipping,No,No,31.0,Cash,Weekly,1023.0
2843,28,Female,Coat,Outerwear,100.0,Arizona,L,Green,Fall,4.3,No,Cash,Standard,No,No,48.0,Debit Card,Quarterly,4800.0
2844,51,Female,Sweater,Clothing,26.0,Ohio,M,White,Summer,3.6,No,Cash,Store Pickup,No,No,41.0,Venmo,Weekly,1066.0
2845,32,Female,Hat,Accessories,79.0,New Mexico,M,Indigo,Summer,4.4,No,Venmo,Standard,No,No,42.0,Venmo,Annually,3318.0
2846,26,Female,Backpack,Accessories,77.0,South Dakota,L,Lavender,Summer,4.1,No,Cash,Express,No,No,39.0,Debit Card,Every 3 Months,3003.0
2847,50,Female,Socks,Clothing,36.0,Oklahoma,XL,Black,Fall,2.8,No,Cash,Next Day Air,No,No,15.0,PayPal,Bi-Weekly,540.0
2848,68,Female,Jewelry,Accessories,21.0,Connecticut,L,Charcoal,Winter,2.8,No,Venmo,Free Shipping,No,No,3.0,PayPal,Every 3 Months,63.0
2849,33,Female,Boots,Footwear,72.0,Wisconsin,L,Gray,Fall,4.9,No,Debit Card,Store Pickup,No,No,28.0,Bank Transfer,Quarterly,2016.0
2850,56,Female,Coat,Outerwear,25.0,New Hampshire,M,Gold,Spring,4.1,No,Credit Card,Express,No,No,27.0,PayPal,Bi-Weekly,675.0
2851,57,Female,Sweater,Clothing,79.0,Nebraska,M,Silver,Spring,3.0,No,Credit Card,Store Pickup,No,No,36.0,Debit Card,Annually,2844.0
2852,58,Female,Blouse,Clothing,73.0,Nevada,L,Teal,Summer,3.0,No,Bank Transfer,Store Pickup,No,No,42.0,Debit Card,Monthly,3066.0
2853,40,Female,Belt,Accessories,71.0,New York,M,Magenta,Spring,3.0,No,Credit Card,Store Pickup,No,No,30.0,Venmo,Weekly,2130.0
2854,37,Female,Hat,Accessories,48.0,Pennsylvania,M,Magenta,Winter,3.2,No,Cash,Next Day Air,No,No,9.0,PayPal,Weekly,432.0
2855,36,Female,Sandals,Footwear,28.0,Delaware,M,Beige,Fall,2.7,No,Debit Card,Store Pickup,No,No,25.0,Venmo,Monthly,700.0
2856,29,Female,Boots,Footwear,95.0,Mississippi,S,Maroon,Winter,3.8,No,Debit Card,2-Day Shipping,No,No,33.0,PayPal,Quarterly,3135.0
2857,65,Female,Jacket,Outerwear,48.0,Iowa,M,Indigo,Winter,3.5,No,Debit Card,2-Day Shipping,No,No,31.0,Credit Card,Monthly,1488.0
2858,44,Female,Dress,Clothing,93.0,Utah,S,Maroon,Spring,3.8,No,Venmo,Next Day Air,No,No,35.0,Debit Card,Monthly,3255.0
2859,34,Female,Jeans,Clothing,87.0,Maryland,L,Teal,Summer,3.8,No,Cash,2-Day Shipping,No,No,46.0,Bank Transfer,Monthly,4002.0
2860,31,Female,Shorts,Clothing,32.0,Utah,L,Yellow,Fall,3.4,No,Venmo,Express,No,No,29.0,Bank Transfer,Annually,928.0
2861,28,Female,Shirt,Clothing,38.0,Rhode Island,M,Gold,Spring,2.9,No,PayPal,Next Day Air,No,No,49.0,Bank Transfer,Weekly,1862.0
2862,66,Female,Coat,Outerwear,54.0,Maryland,M,Teal,Fall,3.4,No,Debit Card,Free Shipping,No,No,27.0,Credit Card,Monthly,1458.0
2863,68,Female,Coat,Outerwear,75.0,Hawaii,S,Violet,Summer,4.7,No,Bank Transfer,Store Pickup,No,No,5.0,Bank Transfer,Every 3 Months,375.0
2864,37,Female,T-shirt,Clothing,56.0,Connecticut,M,Yellow,Fall,3.9,No,Debit Card,2-Day Shipping,No,No,18.0,Venmo,Monthly,1008.0
2865,58,Female,Sweater,Clothing,43.0,Illinois,S,Maroon,Fall,3.6,No,Debit Card,Store Pickup,No,No,31.0,Venmo,Weekly,1333.0
2866,28,Female,Skirt,Clothing,97.0,California,M,Silver,Fall,3.7,No,Cash,Free Shipping,No,No,27.0,Cash,Fortnightly,2619.0
2867,54,Female,Blouse,Clothing,75.0,Connecticut,S,Violet,Summer,3.1,No,Venmo,Free Shipping,No,No,19.0,Cash,Annually,1425.0
2868,21,Female,Sneakers,Footwear,55.0,Colorado,L,White,Summer,4.9,No,Venmo,Next Day Air,No,No,33.0,Cash,Fortnightly,1815.0
2869,45,Female,Backpack,Accessories,49.0,Colorado,M,Black,Winter,2.6,No,Debit Card,Next Day Air,No,No,42.0,PayPal,Every 3 Months,2058.0
2870,57,Female,Socks,Clothing,58.0,Georgia,M,White,Summer,4.2,No,Cash,Standard,No,No,16.0,Bank Transfer,Weekly,928.0
2871,47,Female,Jewelry,Accessories,34.0,North Dakota,M,Blue,Winter,4.8,No,Debit Card,Free Shipping,No,No,49.0,Debit Card,Every 3 Months,1666.0
2872,46,Female,Shorts,Clothing,43.0,Idaho,S,Black,Summer,2.7,No,Cash,2-Day Shipping,No,No,40.0,Venmo,Bi-Weekly,1720.0
2873,63,Female,Jewelry,Accessories,48.0,Connecticut,L,Olive,Fall,2.6,No,Venmo,Next Day Air,No,No,5.0,Cash,Annually,240.0
2874,44,Female,Sweater,Clothing,40.0,Montana,M,Teal,Spring,2.6,No,PayPal,Free Shipping,No,No,8.0,Bank Transfer,Monthly,320.0
2875,36,Female,Shirt,Clothing,29.0,Colorado,L,Silver,Summer,3.1,No,Debit Card,Standard,No,No,2.0,Debit Card,Annually,58.0
2876,24,Female,Pants,Clothing,81.0,Kentucky,M,Pink,Fall,2.6,No,Credit Card,Free Shipping,No,No,14.0,Debit Card,Weekly,1134.0
2877,65,Female,Hoodie,Clothing,84.0,New Mexico,M,Charcoal,Spring,3.4,No,Credit Card,2-Day Shipping,No,No,5.0,Bank Transfer,Fortnightly,420.0
2878,32,Female,Socks,Clothing,46.0,New Jersey,M,Silver,Summer,3.6,No,PayPal,Standard,No,No,34.0,Venmo,Monthly,1564.0
2879,63,Female,Dress,Clothing,86.0,California,L,Turquoise,Summer,4.3,No,Venmo,Next Day Air,No,No,13.0,Bank Transfer,Annually,1118.0
2880,62,Female,Blouse,Clothing,57.0,North Dakota,XL,Turquoise,Winter,4.9,No,Credit Card,Free Shipping,No,No,31.0,Venmo,Annually,1767.0
2881,19,Female,Skirt,Clothing,61.0,Florida,L,Beige,Winter,4.8,No,Debit Card,Store Pickup,No,No,43.0,PayPal,Quarterly,2623.0
2882,38,Female,Backpack,Accessories,90.0,Texas,M,Cyan,Winter,4.2,No,Credit Card,Free Shipping,No,No,6.0,Bank Transfer,Annually,540.0
2883,59,Female,Blouse,Clothing,51.0,Oklahoma,L,Gold,Winter,2.6,No,Credit Card,Store Pickup,No,No,23.0,Credit Card,Bi-Weekly,1173.0
2884,22,Female,Socks,Clothing,48.0,Rhode Island,XL,Silver,Spring,3.2,No,Debit Card,Standard,No,No,10.0,PayPal,Weekly,480.0
2885,55,Female,Boots,Footwear,50.0,Arkansas,M,Purple,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,47.0,Credit Card,Every 3 Months,2350.0
2886,29,Female,Backpack,Accessories,82.0,Nevada,M,Yellow,Summer,3.5,No,Bank Transfer,Next Day Air,No,No,14.0,Credit Card,Bi-Weekly,1148.0
2887,42,Female,Hat,Accessories,33.0,Utah,L,Blue,Spring,4.2,No,Credit Card,Free Shipping,No,No,29.0,PayPal,Weekly,957.0
2888,23,Female,Sandals,Footwear,28.0,Kentucky,L,Blue,Winter,2.8,No,Debit Card,Express,No,No,12.0,Cash,Bi-Weekly,336.0
2889,70,Female,Hoodie,Clothing,42.0,Wisconsin,L,Green,Spring,5.0,No,Venmo,2-Day Shipping,No,No,25.0,Debit Card,Quarterly,1050.0
2890,64,Female,Sunglasses,Accessories,43.0,Minnesota,M,Charcoal,Fall,3.3,No,Credit Card,Store Pickup,No,No,21.0,Venmo,Annually,903.0
2891,39,Female,Jeans,Clothing,55.0,North Dakota,M,Violet,Winter,3.7,No,PayPal,Free Shipping,No,No,23.0,Credit Card,Monthly,1265.0
2892,47,Female,T-shirt,Clothing,73.0,Ohio,XL,Black,Winter,2.5,No,Venmo,Free Shipping,No,No,10.0,PayPal,Monthly,730.0
2893,22,Female,Dress,Clothing,39.0,Nevada,M,Teal,Spring,3.2,No,Bank Transfer,Standard,No,No,47.0,Credit Card,Monthly,1833.0
2894,69,Female,Belt,Accessories,20.0,Kentucky,S,Orange,Spring,3.1,No,Credit Card,Free Shipping,No,No,44.0,Debit Card,Every 3 Months,880.0
2895,35,Female,Jewelry,Accessories,32.0,Kentucky,S,Brown,Spring,3.5,No,Cash,Standard,No,No,41.0,Venmo,Annually,1312.0
2896,56,Female,Hoodie,Clothing,86.0,Montana,L,Green,Summer,4.6,No,Debit Card,Standard,No,No,29.0,Bank Transfer,Monthly,2494.0
2897,30,Female,Blouse,Clothing,91.0,Delaware,M,Silver,Summer,3.3,No,Credit Card,Free Shipping,No,No,2.0,Venmo,Every 3 Months,182.0
2898,43,Female,Jacket,Outerwear,59.0,Montana,L,Violet,Fall,2.5,No,Credit Card,Free Shipping,No,No,2.0,Cash,Fortnightly,118.0
2899,23,Female,Sneakers,Footwear,33.0,New Jersey,XL,Peach,Summer,4.6,No,Credit Card,Express,No,No,29.0,Credit Card,Annually,957.0
2900,50,Female,Boots,Footwear,64.0,Nebraska,M,Gold,Spring,4.2,No,PayPal,2-Day Shipping,No,No,22.0,Bank Transfer,Fortnightly,1408.0
2901,41,Female,Blouse,Clothing,67.0,Maryland,XL,Violet,Winter,4.0,No,Bank Transfer,Standard,No,No,23.0,Cash,Bi-Weekly,1541.0
2902,41,Female,Blouse,Clothing,43.0,Alabama,L,Olive,Winter,2.6,No,Credit Card,Free Shipping,No,No,46.0,Credit Card,Quarterly,1978.0
2903,27,Female,Boots,Footwear,32.0,North Carolina,S,Orange,Spring,4.6,No,Debit Card,Standard,No,No,19.0,PayPal,Bi-Weekly,608.0
2904,38,Female,Scarf,Accessories,39.0,Delaware,S,Teal,Spring,3.5,No,Venmo,2-Day Shipping,No,No,24.0,Credit Card,Every 3 Months,936.0
2905,41,Female,Sandals,Footwear,41.0,Iowa,M,Gray,Spring,4.0,No,Bank Transfer,2-Day Shipping,No,No,43.0,Venmo,Monthly,1763.0
2906,58,Female,Sunglasses,Accessories,53.0,New York,L,Black,Winter,4.8,No,PayPal,Standard,No,No,14.0,Debit Card,Fortnightly,742.0
2907,58,Female,Coat,Outerwear,27.0,Virginia,M,Indigo,Spring,3.9,No,PayPal,Standard,No,No,7.0,Venmo,Annually,189.0
2908,19,Female,Sunglasses,Accessories,82.0,Maryland,XL,Lavender,Summer,3.7,No,Cash,Next Day Air,No,No,50.0,PayPal,Bi-Weekly,4100.0
2909,43,Female,Blouse,Clothing,87.0,Texas,M,Beige,Winter,3.1,No,Debit Card,Store Pickup,No,No,15.0,Debit Card,Every 3 Months,1305.0
2910,27,Female,Backpack,Accessories,78.0,Louisiana,M,Indigo,Winter,3.0,No,Bank Transfer,Next Day Air,No,No,40.0,Credit Card,Every 3 Months,3120.0
2911,32,Female,Belt,Accessories,32.0,Mississippi,M,Blue,Summer,2.9,No,Bank Transfer,Store Pickup,No,No,41.0,Credit Card,Monthly,1312.0
2912,28,Female,Socks,Clothing,38.0,Ohio,XL,Orange,Fall,2.9,No,Debit Card,Next Day Air,No,No,34.0,Venmo,Quarterly,1292.0
2913,48,Female,Shoes,Footwear,37.0,Oregon,M,Yellow,Winter,4.0,No,Cash,Standard,No,No,27.0,Cash,Bi-Weekly,999.0
2914,43,Female,Coat,Outerwear,83.0,Wyoming,L,Cyan,Winter,3.5,No,Debit Card,Express,No,No,12.0,Cash,Every 3 Months,996.0
2915,45,Female,Sweater,Clothing,72.0,Pennsylvania,M,Yellow,Fall,3.8,No,PayPal,Express,No,No,1.0,Debit Card,Bi-Weekly,72.0
2916,26,Female,Shirt,Clothing,30.0,Oregon,M,Cyan,Fall,4.5,No,Credit Card,Express,No,No,39.0,Debit Card,Bi-Weekly,1170.0
2917,62,Female,Shorts,Clothing,66.0,Oklahoma,M,Green,Winter,2.7,No,Credit Card,Express,No,No,13.0,Credit Card,Bi-Weekly,858.0
2918,58,Female,Shirt,Clothing,45.0,Colorado,XL,White,Winter,2.9,No,Cash,Store Pickup,No,No,50.0,Venmo,Annually,2250.0
2919,19,Female,Sunglasses,Accessories,73.0,New York,S,Black,Fall,4.9,No,Credit Card,Free Shipping,No,No,36.0,Cash,Weekly,2628.0
2920,64,Female,Shoes,Footwear,67.0,Minnesota,L,Charcoal,Winter,3.8,No,Bank Transfer,Standard,No,No,31.0,Debit Card,Monthly,2077.0
2921,33,Female,Sunglasses,Accessories,72.0,Texas,XL,Brown,Spring,4.9,No,Venmo,Free Shipping,No,No,3.0,Debit Card,Bi-Weekly,216.0
2922,20,Female,Handbag,Accessories,24.0,Wisconsin,M,Cyan,Fall,4.6,No,Venmo,Standard,No,No,11.0,Cash,Fortnightly,264.0
2923,45,Female,Sunglasses,Accessories,68.0,Kentucky,L,Beige,Winter,3.5,No,Venmo,Express,No,No,16.0,PayPal,Quarterly,1088.0
2924,28,Female,Shirt,Clothing,70.0,Pennsylvania,M,Magenta,Spring,4.2,No,Bank Transfer,2-Day Shipping,No,No,12.0,Cash,Quarterly,840.0
2925,47,Female,Shirt,Clothing,64.0,Rhode Island,L,Indigo,Winter,3.7,No,Bank Transfer,Free Shipping,No,No,37.0,Debit Card,Every 3 Months,2368.0
2926,54,Female,Sweater,Clothing,91.0,Illinois,M,Maroon,Spring,2.8,No,Cash,Store Pickup,No,No,43.0,Credit Card,Every 3 Months,3913.0
2927,64,Female,Handbag,Accessories,82.0,Maryland,M,Gray,Winter,4.8,No,Debit Card,2-Day Shipping,No,No,9.0,Cash,Weekly,738.0
2928,45,Female,Shirt,Clothing,24.0,Missouri,M,Black,Summer,2.7,No,Debit Card,Express,No,No,15.0,Venmo,Bi-Weekly,360.0
2929,40,Female,Jewelry,Accessories,80.0,Alabama,L,Yellow,Spring,3.6,No,Venmo,Store Pickup,No,No,17.0,Credit Card,Weekly,1360.0
2930,31,Female,Socks,Clothing,53.0,Maine,XL,White,Winter,4.5,No,Debit Card,Next Day Air,No,No,42.0,Venmo,Fortnightly,2226.0
2931,38,Female,T-shirt,Clothing,50.0,Mississippi,M,Orange,Spring,4.0,No,Credit Card,Free Shipping,No,No,14.0,Venmo,Monthly,700.0
2932,36,Female,Jewelry,Accessories,31.0,Alabama,M,Magenta,Fall,4.5,No,Cash,2-Day Shipping,No,No,49.0,Credit Card,Bi-Weekly,1519.0
2933,65,Female,Backpack,Accessories,88.0,Alaska,L,Black,Spring,3.9,No,Credit Card,Express,No,No,3.0,PayPal,Quarterly,264.0
2934,27,Female,Hat,Accessories,52.0,Illinois,M,Brown,Summer,3.8,No,Credit Card,Standard,No,No,28.0,Venmo,Monthly,1456.0
2935,38,Female,Gloves,Accessories,22.0,Idaho,M,Orange,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,41.0,Bank Transfer,Quarterly,902.0
2936,58,Female,Sneakers,Footwear,27.0,North Carolina,XL,Gray,Spring,4.6,No,Debit Card,Standard,No,No,11.0,Venmo,Weekly,297.0
2937,31,Female,Skirt,Clothing,34.0,Washington,M,White,Spring,3.6,No,Debit Card,Express,No,No,46.0,PayPal,Weekly,1564.0
2938,28,Female,Handbag,Accessories,39.0,West Virginia,M,White,Spring,4.3,No,Debit Card,2-Day Shipping,No,No,15.0,Credit Card,Weekly,585.0
2939,28,Female,Sunglasses,Accessories,53.0,Maine,M,Violet,Fall,3.0,No,Cash,Standard,No,No,15.0,Cash,Monthly,795.0
2940,32,Female,Sweater,Clothing,46.0,Kentucky,M,Beige,Winter,4.3,No,PayPal,Express,No,No,34.0,Venmo,Weekly,1564.0
2941,61,Female,Handbag,Accessories,85.0,Massachusetts,L,Beige,Summer,4.8,No,Venmo,Next Day Air,No,No,13.0,Cash,Monthly,1105.0
2942,38,Female,Skirt,Clothing,86.0,Pennsylvania,L,Purple,Spring,3.7,No,Bank Transfer,Free Shipping,No,No,27.0,PayPal,Monthly,2322.0
2943,54,Female,Socks,Clothing,63.0,Hawaii,M,Brown,Summer,2.6,No,Cash,Free Shipping,No,No,37.0,Bank Transfer,Weekly,2331.0
2944,29,Female,Shirt,Clothing,44.0,Virginia,M,Orange,Spring,3.4,No,Debit Card,Standard,No,No,37.0,Credit Card,Monthly,1628.0
2945,50,Female,Sneakers,Footwear,95.0,New York,XL,Cyan,Summer,3.9,No,Cash,Free Shipping,No,No,4.0,Venmo,Every 3 Months,380.0
2946,32,Female,Belt,Accessories,49.0,Delaware,M,Charcoal,Summer,4.8,No,Venmo,Free Shipping,No,No,1.0,Credit Card,Every 3 Months,49.0
2947,38,Female,Pants,Clothing,77.0,Hawaii,L,Purple,Spring,2.8,No,Credit Card,Free Shipping,No,No,29.0,Bank Transfer,Quarterly,2233.0
2948,52,Female,Jewelry,Accessories,63.0,Nebraska,L,Peach,Spring,4.4,No,Venmo,Standard,No,No,50.0,Venmo,Annually,3150.0
